PLAYER,SEASON,TEAM,AGE,GP,W,L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-,ALLSTAR
Mo Bamba,2022,LAL,25,41,19,22,17,7.2,2.6,5.4,48.9,1,2.8,38.1,0.9,1.3,66,1.2,3.5,4.6,1,0.6,0.3,1,2.2,17.6,1,0,0.3,0
Terence Davis,2022,SAC,26,44,24,20,13.8,7.1,2.6,5.8,44,1.4,3.8,36.1,0.6,0.7,90,0.4,2,2.4,1.3,0.9,0.8,0.3,1.8,14.2,0,0,1.8,0
James Wiseman,2022,DET,22,22,9,13,13,7.1,2.9,4.7,62.1,0,0.1,33.3,1.2,1.8,67.5,0.9,2.6,3.5,0.6,0.6,0.1,0.3,1.8,13,0,0,-5.3,0
Troy Brown Jr.,2022,LAL,23,53,24,29,24.1,7.1,2.7,6.1,43.8,1.3,3.5,36.2,0.5,0.5,96.3,0.9,3.4,4.3,1.1,0.7,0.7,0.2,1.5,15.8,2,0,-0.5,0
Joshua Primo,2022,SAS,20,4,3,1,23.3,7,2.3,6.5,34.6,0.8,3,25,1.8,2.3,77.8,0.5,2.8,3.3,4.5,2.8,0.3,0.5,2,17.2,0,0,-0.5,0
Ben Simmons,2022,BKN,26,42,24,18,26.3,6.9,3.2,5.6,56.6,0,0,0,0.6,1.4,43.9,1,5.3,6.3,6.1,2.3,1.3,0.6,3.3,26.8,4,1,1,0
Luka Garza,2022,MIN,24,22,13,9,9.3,6.9,2.4,4.6,52.5,0.6,1.6,36.1,1.5,2,76.7,1.2,1.2,2.4,0.6,0.4,0.1,0,1.5,10.8,0,0,1.2,0
Duncan Robinson,2022,MIA,29,29,14,15,18.1,6.9,2.3,6.2,36.5,1.7,5,32.9,0.7,0.8,90.9,0.3,1.7,2,1.2,0.7,0.3,0,2.1,11.3,0,0,-0.6,0
Daniel Theis,2022,IND,31,6,1,5,15.5,6.8,3,6.2,48.6,0.2,1.3,12.5,0.7,1.7,40,0.7,2.2,2.8,1,0.3,0.2,0.7,1,13.9,0,0,-1,0
Kevon Looney,2022,GSW,27,58,29,29,23.3,6.8,2.9,4.4,65.6,0,0,0,1.1,1.8,61.5,3,5.8,8.8,2.6,0.5,0.6,0.6,2.8,24.1,8,0,1.3,0
Evan Fournier,2022,NYK,30,23,13,10,18,6.8,2.3,6.6,35.1,1.4,4.4,32.4,0.8,0.9,85.7,0.2,1.8,2,1.5,0.8,0.6,0.1,1.9,12.8,0,0,-0.1,0
Reggie Bullock Jr.,2022,DAL,32,58,30,28,30.4,6.8,2.3,5.8,39.5,1.8,4.9,37,0.4,0.6,68.6,0.5,3,3.5,1.4,0.5,0.8,0.2,2.2,15.6,0,0,-0.5,0
Brandon Boston Jr.,2022,LAC,21,21,8,13,11.7,6.8,2.4,5.8,42.1,0.6,1.4,41.4,1.4,1.8,76.3,0.3,1,1.4,0.9,0.6,0.4,0,1,10.5,0,0,-2,0
Dwight Powell,2022,DAL,31,55,30,25,19.7,6.8,2.6,3.5,72.7,0,0.1,0,1.7,2.4,70.8,2,2.2,4.3,0.8,0.9,0.6,0.4,2.9,15.4,1,0,2.1,0
Isaiah Jackson,2022,IND,21,45,17,28,15.3,6.8,2.6,4.6,57.3,0,0.3,16.7,1.5,2.3,64.8,1.4,2.5,3.9,0.9,0.9,0.4,1.5,2.2,17.6,3,0,-1.8,0
Justise Winslow,2022,POR,27,29,15,14,26.8,6.8,2.8,6.8,40.9,0.5,1.6,31.1,0.7,1,71.4,1.7,3.3,5,3.4,1.5,1,0.4,3.1,20.6,1,0,-1.3,0
Mike Muscala,2022,BOS,31,46,22,24,15.2,6.6,2.3,5.1,44.4,1.4,3.6,39.4,0.7,0.9,78,0.5,2.7,3.2,0.9,0.3,0.3,0.4,1.7,13.6,0,0,3.4,0
JaMychal Green,2022,GSW,33,38,19,19,14.7,6.6,2.5,4.6,54,0.7,1.9,35.6,0.9,1.2,75.6,1.4,2.6,3.9,0.9,1.1,0.5,0.3,2,14,0,0,-2.3,0
Jock Landale,2022,PHX,27,51,26,25,14.1,6.6,2.5,4.8,51.6,0.3,1.5,23,1.3,1.6,78,1.7,2.3,4,0.9,0.9,0.3,0.5,1.8,13.9,2,0,1.6,0
Yuta Watanabe,2022,BKN,28,43,23,20,17.9,6.5,2.3,4.5,52.1,1.2,2.5,48.1,0.7,0.9,74.4,0.6,2,2.6,0.9,0.4,0.4,0.3,1.4,12.9,0,0,0.3,0
Jaden Hardy,2022,DAL,20,31,15,16,11.8,6.5,2.2,5.2,42.2,0.8,2.3,33.8,1.4,1.5,87.5,0.1,1.3,1.4,0.8,0.8,0.3,0.1,1.3,9.7,0,0,-1.1,0
Aaron Wiggins,2022,OKC,24,46,25,21,18.4,6.4,2.4,4.8,50.5,0.7,1.7,40.5,0.8,1,83,1,2.2,3.2,1.3,0.8,0.5,0.2,1.6,13.3,1,0,0.8,0
Andre Drummond,2022,CHI,29,46,19,27,12.9,6.4,2.7,4.3,62.6,0,0,0,1,1.9,53.4,2.1,4.6,6.7,0.6,1.2,0.7,0.3,1.8,17.2,6,0,0.6,0
Obi Toppin,2022,NYK,25,45,23,22,14.9,6.4,2.4,5.7,41.6,1.2,3.4,35.1,0.5,0.7,74.2,0.5,2.6,3.1,0.8,0.5,0.3,0.2,1,12.3,0,0,0.1,0
Patrick Beverley,2022,CHI,34,45,21,24,26.9,6.4,2.2,5.4,40.2,1.2,3.5,34.8,0.9,1.1,78,0.5,2.6,3.1,2.6,0.9,0.9,0.6,2.8,17.5,0,0,-2,0
Goran Dragic,2022,MIL,37,51,23,28,15.4,6.4,2.5,5.9,42.5,0.9,2.5,35.2,0.5,0.8,65.9,0.3,1.1,1.4,2.7,1.1,0.2,0.1,1.2,11.9,0,0,0.6,0
Sam Hauser,2022,BOS,25,57,40,17,15.8,6.3,2.2,4.9,45.2,1.7,4.1,41.5,0.2,0.3,66.7,0.4,2.2,2.6,0.7,0.3,0.3,0.2,1.3,11.8,0,0,2.2,0
Isaac Okoro,2022,CLE,22,61,38,23,21.2,6.3,2.3,4.7,48.9,0.8,2.2,34.6,1,1.4,73.5,0.6,1.9,2.5,1.1,0.6,0.7,0.4,1.9,13.9,0,0,1.8,0
David Roddy,2022,MEM,22,46,29,17,17.8,6.3,2.4,5.8,41.9,0.8,2.9,29.3,0.7,1,62.5,0.7,2,2.7,0.7,0.9,0.5,0.3,1.5,11.9,0,0,-1.2,0
Jordan Goodwin,2022,WAS,24,40,15,25,18,6.3,2.4,5.4,45.3,0.7,1.7,38.8,0.8,1.1,75,0.9,2.4,3.3,2.5,0.9,1,0.5,1.7,17.7,0,0,-1.6,0
Josh Okogie,2022,PHX,24,50,25,25,15,6.3,2.1,4.9,42,0.7,2.1,34.9,1.4,2.1,69.9,1.5,1.7,3.2,1.2,0.8,0.7,0.4,1.5,14.6,2,0,1.4,0
Wenyen Gabriel,2022,LAL,26,46,22,24,15.3,6.3,2.6,4.3,61.7,0.2,0.7,30,0.8,1.3,62.3,1.7,2.2,3.9,0.5,0.7,0.3,0.5,2.2,13.6,0,0,-0.6,0
Maxi Kleber,2022,DAL,31,22,13,9,25.7,6.2,2.3,4.7,49,1.1,3,36.9,0.5,0.6,78.6,0.9,2.7,3.5,1,0.6,0.3,1,2.2,15.3,0,0,1.1,0
Delon Wright,2022,WAS,31,29,19,10,22.5,6.2,2.3,5.1,44.3,0.7,2.2,31.3,1,1.1,90.3,1,2.2,3.2,3.7,1,2,0.3,1.4,21.5,0,0,1.6,0
Joe Ingles,2022,MIL,35,25,17,8,22.5,6.2,2.1,5.6,37.9,1.5,4.4,34.2,0.4,0.5,84.6,0.3,2.6,2.9,3.2,1.2,0.6,0.1,1.6,15.4,1,0,2.4,0
Nickeil Alexander-Walker,2022,MIN,24,38,18,20,14.1,6.1,2.2,4.5,48.8,0.9,2.3,40.2,0.7,1,69.2,0.2,1.4,1.6,2,1.2,0.6,0.4,1.5,12.7,0,0,-0.3,0
Devonte' Graham,2022,SAS,28,57,27,30,16.2,6,1.8,5,36.6,1.4,4,34.1,0.9,1.2,76.1,0.3,1.2,1.4,2.4,0.5,0.6,0.2,0.9,13.2,0,0,-0.2,0
Dario Saric,2022,OKC,29,38,18,20,14.4,6,2.1,4.8,43.5,0.7,1.9,38.9,1,1.2,83,1.1,2.8,3.9,1.5,1,0.4,0.1,1.9,13.4,1,0,-0.5,0
Ziaire Williams,2022,MEM,21,28,16,12,17.4,6,2.4,5.7,42.1,0.7,2.9,24.7,0.5,0.6,76.5,0.4,2.1,2.5,0.9,1,0.4,0.2,1.8,11,0,0,-1.5,0
Nassir Little,2022,POR,23,37,19,18,16.7,5.9,2.2,4.7,46.6,1,2.6,39.6,0.5,0.9,62.5,0.5,1.9,2.4,0.9,0.6,0.3,0.3,1,11.5,0,0,-0.4,0
Nicolas Batum,2022,LAC,34,57,33,24,21.7,5.9,2,4.9,40.8,1.5,3.9,37.8,0.5,0.7,65.9,0.9,3.3,4.2,1.5,0.7,0.6,0.7,2.1,16.4,0,0,1.8,0
Drew Eubanks,2022,POR,26,56,26,30,19.5,5.9,2.5,3.6,68.1,0.1,0.1,42.9,0.9,1.3,68,1.6,3.3,4.9,1.1,0.8,0.5,1.2,2.2,17.9,2,0,0.2,0
Jordan Nwora,2022,IND,24,40,27,13,15.6,5.9,2,5.2,37.8,1,2.7,38.3,0.9,1.1,86,0.7,2.4,3.1,1,0.9,0.4,0.2,0.9,11.8,0,0,-2.8,0
John Konchar,2022,MEM,27,49,30,19,22.4,5.9,2.2,5.1,43.4,1.1,2.9,37.1,0.4,0.5,87,0.9,3.8,4.7,1.4,0.6,1,0.3,1.5,16.9,2,0,3.9,0
Javonte Green,2022,CHI,29,28,11,17,16,5.9,2.2,3.7,58.7,0.5,1.2,38.2,1,1.5,67.4,0.9,2,2.9,0.8,0.7,0.8,0.7,1.7,14.4,0,0,2,0
Derrick Rose,2022,NYK,34,26,11,15,12.9,5.8,2.3,6,39.4,0.7,2.3,31.7,0.4,0.5,91.7,0.3,1.2,1.5,1.8,0.8,0.3,0.2,0.7,10.9,0,0,-0.9,0
Stanley Johnson,2022,SAS,27,30,5,25,15.6,5.8,2.2,4.1,53.3,0.6,1.3,45,0.9,1.3,66.7,0.7,2.4,3.2,2.2,1.1,0.5,0.2,1.6,14.1,0,0,-3.1,0
MarJon Beauchamp,2022,MIL,22,38,25,13,14.8,5.8,2.1,5.3,39.8,1,3.1,32.2,0.6,0.8,72.4,0.9,1.5,2.4,0.7,0.9,0.5,0.1,1.5,10.4,0,0,-1.6,0
Patty Mills,2022,BKN,34,36,18,18,13.3,5.8,2,4.9,41.2,1.2,3.2,36.8,0.5,0.6,90.5,0.2,0.8,1,1.3,0.6,0.4,0.1,0.8,9.6,0,0,-1.4,0
Saben Lee,2022,PHX,24,20,12,8,14.7,5.8,1.9,4.2,44,0.4,1,36.8,1.7,2.3,75.6,0.5,1.3,1.8,2.7,1.2,0.8,0.1,1.4,13.2,0,0,0,0
R.J. Hampton,2022,DET,22,26,7,19,13.9,5.7,1.9,4.4,43.9,0.7,2,34,1.2,1.4,83.8,0.3,1.2,1.5,1.3,0.8,0.6,0.2,0.8,11,0,0,-1.4,0
Ricky Rubio,2022,CLE,32,14,10,4,16.8,5.7,1.9,5.6,32.9,0.9,3.3,28.3,1.1,1.4,75,0.2,2.3,2.5,3.8,0.7,1.1,0.1,1.4,17.3,0,0,2.7,0
Dewayne Dedmon,2022,PHI,33,30,17,13,11.7,5.7,2.1,4.3,49.6,0.4,1.2,29.7,1.1,1.5,72.7,0.9,2.7,3.6,0.5,0.6,0.2,0.5,2,12.3,0,0,-3.4,0
Montrezl Harrell,2022,PHI,29,50,32,18,12.5,5.7,2.2,3.7,60.5,0,0,0,1.2,1.7,69.4,1.2,1.6,2.8,0.6,0.6,0.3,0.5,1.5,11.7,0,0,-0.2,0
Vlatko Cancar,2022,DEN,26,44,30,14,16,5.7,2.1,4.2,50.3,0.9,2,42.2,0.6,0.6,96.2,0.5,1.9,2.4,1.5,0.7,0.4,0.3,1.6,12,1,0,-0.4,0
Davion Mitchell,2022,SAC,24,56,31,25,17.8,5.6,2.2,5,44.5,0.8,2.4,31.8,0.4,0.4,80,0.2,1.1,1.3,2.1,0.8,0.5,0.2,1.4,11.6,0,0,-0.7,0
Theo Maledon,2022,CHA,22,36,10,26,16.1,5.6,1.8,4.4,41.4,0.6,1.8,33.3,1.4,1.6,87.5,0.3,2.1,2.4,2.4,1,0.8,0.2,1,13.8,0,0,-3.2,0
Alex Caruso,2022,CHI,29,49,20,29,24.3,5.5,1.9,4.2,44.2,0.8,2.1,38.1,0.9,1.2,79.3,0.6,2.5,3.1,3.2,1.3,1.7,0.7,2.5,19.8,1,0,2.4,0
Oshae Brissett,2022,IND,25,49,21,28,16,5.5,1.7,4.5,38.8,0.8,2.4,33.3,1.2,1.8,69.3,0.9,2.5,3.4,0.5,0.4,0.6,0.2,1.3,12.1,1,0,-0.2,0
Otto Porter Jr.,2022,TOR,30,8,4,4,18.3,5.5,1.9,3.8,50,0.8,2.1,35.3,1,1,100,0.8,1.6,2.4,1,0.5,1.4,0,0.9,13.5,0,0,-2.6,0
Robert Covington,2022,LAC,32,36,15,21,16.2,5.5,1.9,4.7,40.6,1,2.9,33.3,0.7,0.9,73.5,0.7,3,3.7,1.3,0.6,0.7,0.8,1.9,15.6,0,0,0.1,0
Trendon Watford,2022,POR,22,42,21,21,16.2,5.5,2,3.6,56.3,0.4,0.8,48.5,1.1,1.5,73.8,0.6,2.7,3.3,1.6,1,0.4,0.1,1.9,12.5,2,0,-1.5,0
Kevin Knox II,2022,POR,23,44,9,35,13.8,5.5,1.9,4.1,46.7,1,2.7,36.4,0.6,0.8,80,0.5,2,2.5,0.3,0.7,0.3,0.3,1.8,10.1,0,0,-2.5,0
Nikola Jovic,2022,MIA,20,15,7,8,13.6,5.5,1.9,4.6,40.6,0.5,2.3,22.9,1.2,1.3,94.7,0.6,1.5,2.1,0.7,0.7,0.5,0.1,1.3,10.1,0,0,-1.1,0
Isaiah Livers,2022,DET,24,37,9,28,21.1,5.5,1.8,4.5,39.9,1.2,3.5,35.7,0.6,0.8,78.6,0.5,1.9,2.4,0.6,0.6,0.5,0.5,1.9,11.8,1,0,-3.8,0
Dean Wade,2022,CLE,26,31,22,9,21.7,5.5,1.9,4.3,44.7,1.2,3,38.7,0.5,0.7,65.2,0.5,3.2,3.7,0.9,0.4,0.7,0.5,2.3,14.4,0,0,3.9,0
Darius Bazley,2022,PHX,23,36,16,20,15.4,5.4,2,4.4,44.9,0.5,1.3,40,1,1.8,55.4,0.8,2.6,3.4,0.9,0.6,0.5,0.8,1,14.2,0,0,-0.9,0
Kira Lewis Jr.,2022,NOP,22,14,6,8,11,5.4,2,4.2,47.5,0.6,1.4,40,0.9,0.9,92.3,0.3,1.7,2,1.1,0.6,0.3,0.1,1.1,9.9,0,0,3.6,0
Derrick Jones Jr.,2022,CHI,26,46,18,28,15.2,5.4,1.9,3.8,50.9,0.4,1.2,33.3,1.2,1.5,79.4,1,1.6,2.6,0.6,0.4,0.5,0.7,1.5,12.4,0,0,1,0
Austin Rivers,2022,MIN,30,46,23,23,20.8,5.4,1.9,4.2,45.6,0.9,2.5,36,0.7,0.8,85.7,0.1,1.6,1.7,1.5,0.5,0.6,0.1,1.7,11.3,0,0,-2.6,0
Jaylin Williams,2022,OKC,21,25,12,13,15.7,5.3,2,4.3,46.7,0.7,1.6,45,0.6,0.8,66.7,0.8,3.7,4.6,1.4,0.6,0.4,0.2,1.9,13.9,0,0,0.2,0
Jalen Johnson,2022,ATL,21,55,27,28,14.4,5.2,2,4.3,47.7,0.4,1.5,28.4,0.7,1.1,65.6,0.7,3.1,3.9,0.9,0.5,0.5,0.4,1.4,13.4,1,0,-1,0
Isaiah Hartenstein,2022,NYK,25,60,33,27,19.7,5.2,2.2,4.3,51.8,0.1,0.6,23.5,0.7,0.9,75.5,2.8,3.8,6.6,0.9,0.8,0.6,0.8,2.5,17.8,2,0,1.2,0
Lamar Stevens,2022,CLE,25,42,26,16,17.6,5.2,2.1,4.5,45.8,0.5,1.5,30.2,0.6,0.9,69.4,0.5,2.4,3,0.5,0.5,0.4,0.3,1.3,11.1,1,0,-0.1,0
Chuma Okeke,2022,ORL,24,19,5,14,21.3,5.2,1.7,4.6,36.4,0.9,3.2,29.5,0.8,1.1,76.2,1.1,3,4.1,1.4,0.5,0.6,0.5,1.8,14.8,0,0,-4.2,0
Xavier Tillman,2022,MEM,24,38,24,14,14.7,5.1,2.2,3.6,60.7,0.1,0.3,30,0.7,1.4,50,1.8,2.1,3.8,1.1,0.5,0.8,0.4,1.2,14.2,0,0,-1.2,0
Zeke Nnaji,2022,DEN,22,44,29,15,13.3,5.1,2,3.5,57.2,0.3,1,28.9,0.8,1.2,66.7,1.3,1,2.3,0.3,0.5,0.3,0.4,1.8,10.1,1,0,-2,0
Chimezie Metu,2022,SAC,26,44,25,19,10.8,5,2.1,3.4,60.7,0.2,0.7,25.8,0.7,0.8,81.1,0.7,2.3,3,0.7,0.6,0.3,0.3,1.3,10.8,0,0,1,0
Cody Martin,2022,CHA,27,7,2,5,19.1,5,2,5.1,38.9,0.4,2,21.4,0.6,1,57.1,1.1,2.3,3.4,1.6,0.3,0.6,0.1,1.9,13.3,0,0,-3.7,0
Darius Days,2022,HOU,23,3,0,3,7.8,5,1.7,3.7,45.5,1,3,33.3,0.7,0.7,100,0.3,1.7,2,0.3,0,0,0.3,0.7,8.9,0,0,-0.3,0
Patrick Baldwin Jr.,2022,GSW,20,16,5,11,8.1,5,1.7,3.9,43.5,1.4,3.1,44.9,0.3,0.4,66.7,0,1.3,1.3,0.2,0.4,0.4,0.1,0.4,7.7,0,0,-3.6,0
Jaxson Hayes,2022,NOP,23,33,15,18,13.3,5,1.8,3.4,53.1,0.1,0.8,12,1.2,1.8,67.2,0.9,2,2.9,0.7,0.6,0.4,0.3,1.3,11.2,0,0,-1.7,0
Blake Griffin,2022,BOS,34,26,17,9,14.4,4.9,1.8,3.5,51.1,0.7,1.8,40.4,0.6,0.9,62.5,0.9,2.5,3.4,1.3,0.5,0.3,0.2,1.9,11.9,0,0,2.5,0
Jamal Cain,2022,MIA,24,13,8,5,13.9,4.9,1.9,3.7,52.1,0.2,0.8,18.2,0.9,1.2,75,0.9,2,2.9,0.6,0.3,0.6,0,1.2,10.9,0,0,-0.6,0
Thaddeus Young,2022,TOR,35,47,20,27,16,4.9,2.2,3.9,56.2,0.1,0.7,16.1,0.4,0.6,69.2,1.4,1.9,3.3,1.5,0.8,1.1,0.1,1.8,14,0,0,-1.3,0
Eugene Omoruyi,2022,DET,26,23,9,14,11.8,4.9,1.9,4.1,46.8,0.3,1.3,25.8,0.7,1.2,60.7,1,1.3,2.3,0.5,0.7,0.6,0,2,9.5,0,0,-0.5,0
DeAndre Jordan,2022,DEN,34,34,21,13,14.6,4.9,2.2,2.8,77.1,0,0,100,0.5,1.2,43.9,1.2,3.7,4.9,0.9,1.2,0.2,0.6,1.9,13.6,1,0,-3.1,0
Moses Moody,2022,GSW,21,44,22,22,14.3,4.9,1.7,3.9,44.2,0.8,2.4,34.6,0.6,0.9,69.2,0.5,1.2,1.7,0.9,0.6,0.3,0.1,0.8,9,0,0,-1.7,0
Payton Pritchard,2022,BOS,25,42,30,12,12.8,4.9,1.9,4.6,40.4,1,2.9,34.2,0.2,0.3,69.2,0.5,1,1.5,1.1,0.7,0.3,0,0.8,8.6,0,0,-0.2,0
George Hill,2022,IND,37,36,24,12,18.8,4.9,1.6,3.7,44.7,0.6,2.1,31.1,0.9,1.3,73.9,0.4,1.5,1.9,2.5,0.8,0.6,0.1,1.1,12,0,0,0.4,0
Rudy Gay,2022,UTA,36,44,23,21,14.7,4.8,1.8,4.8,37.9,0.5,2.2,23.7,0.7,0.8,85.7,0.6,2.3,2.9,1,0.6,0.4,0.3,1.2,11.1,0,0,2.6,0
Haywood Highsmith,2022,MIA,26,43,23,20,19.7,4.8,1.9,4.3,42.8,0.8,2.3,35.7,0.3,0.6,45.8,1.1,2.7,3.7,0.7,0.8,0.8,0.3,1.6,12.9,2,0,-2,0
Malachi Flynn,2022,TOR,25,42,21,21,13.9,4.8,1.7,4.7,36.5,1,2.6,37.3,0.4,0.5,75,0.4,1.2,1.5,1.5,0.4,0.4,0.1,1.3,9.8,0,0,-1.4,0
Garrison Mathews,2022,ATL,26,46,12,34,13.2,4.7,1.3,3.7,35.7,1.2,3.4,34.6,0.9,1,91.1,0.2,1.2,1.4,0.5,0.4,0.5,0.1,1.2,8.5,0,0,-1.8,0
Charles Bassey,2022,SAS,22,26,5,21,13.6,4.7,2,3.2,61.4,0.1,0.2,33.3,0.7,1.1,64.3,2.1,3.4,5.5,1.2,1.2,0.3,0.9,2,15.8,0,0,-0.9,0
Cory Joseph,2022,DET,31,40,10,30,15.8,4.7,1.7,4.3,39,0.6,2,31.6,0.7,0.9,75.7,0.3,1.1,1.3,3.3,0.8,0.4,0.1,1.5,12.1,0,0,-0.8,0
AJ Green,2022,MIL,23,26,20,6,9.4,4.7,1.6,3.5,45.7,1.3,3,42.9,0.2,0.2,100,0.2,0.9,1.1,0.5,0.3,0.2,0,0.9,6.9,0,0,-1.8,0
Josh Christopher,2022,HOU,21,40,7,33,10.1,4.6,1.9,4,46,0.3,1.1,23.8,0.7,0.9,73,0.3,0.8,1.1,1,1,0.4,0.2,0.8,8.3,0,0,-3.9,0
Dalano Banton,2022,TOR,23,26,14,12,9.5,4.6,1.8,4.3,41.4,0.5,1.8,28.3,0.6,0.7,78.9,0.3,1,1.3,1.1,0.6,0.5,0.5,1.2,10.1,0,0,-1.9,0
Ochai Agbaji,2022,UTA,23,37,21,16,15.1,4.6,1.7,3.5,49.2,0.8,2.1,39.7,0.3,0.4,62.5,0.6,1,1.7,0.5,0.3,0.1,0.1,1.4,7.7,0,0,0.1,0
Moses Brown,2022,BKN,23,34,16,18,8.5,4.6,1.8,2.8,63.5,0,0,0,1,2.1,45.8,1.7,2.4,4.1,0.1,0.4,0.1,0.4,1.1,10.7,3,0,1,0
Admiral Schofield,2022,ORL,26,27,11,16,13,4.6,1.6,3.4,47.8,0.7,2,33.3,0.6,0.7,89.5,0.7,1.2,1.9,0.9,0.2,0.2,0.1,1.9,8.9,0,0,-2,0
Dyson Daniels,2022,NOP,20,39,21,18,19.9,4.5,1.8,4,44.5,0.5,1.5,33.3,0.5,0.7,62.1,0.7,2.8,3.5,2.5,1.1,0.9,0.3,1.9,14.7,0,0,-0.2,0
Joe Wieskamp,2022,TOR,23,2,1,1,8.5,4.5,1.5,2.5,60,1.5,2,75,0,0,0,0,0,0,0.5,0.5,0,0,0,4.8,0,0,1.5,0
Jonathan Isaac,2022,ORL,25,10,7,3,10.8,4.5,1.8,4.7,38.3,0.4,1.2,33.3,0.5,0.9,55.6,1.4,2.3,3.7,0.5,0.2,1.2,0.3,0.4,14,0,0,-1.2,0
Justin Holiday,2022,DAL,34,28,12,16,14.7,4.5,1.7,4.5,38.4,1.1,3.1,34.5,0,0,0,0.1,0.8,0.8,0.9,0.4,0.2,0.4,1.3,8,0,0,-2.4,0
Jarrett Culver,2022,ATL,24,10,5,5,13.7,4.4,1.7,4.3,39.5,0.1,1.2,8.3,0.9,1.3,69.2,1,2.8,3.8,0.6,0.7,0.6,0.2,1.4,11.6,0,0,-1.9,0
Christian Braun,2022,DEN,22,54,38,16,15.5,4.4,1.8,3.6,49.5,0.4,1.1,37.1,0.4,0.7,59.5,0.7,1.7,2.4,0.8,0.4,0.5,0.2,1.3,10,0,0,-1.4,0
Danuel House Jr.,2022,PHI,30,37,24,13,14.8,4.4,1.5,3.2,45.8,0.6,1.9,33.3,0.8,1.1,70,0.2,1.5,1.8,0.7,0.4,0.2,0.2,1.2,8.3,0,0,-1.2,0
James Bouknight,2022,CHA,22,26,5,21,13.6,4.3,1.5,4.7,32.8,0.6,2.5,25,0.6,0.8,68.2,0.2,1.8,2,1.1,0.7,0.5,0.2,1.1,9.5,0,0,-0.8,0
Ish Wainright,2022,PHX,28,42,22,20,15.6,4.3,1.5,3.8,38.4,1,2.8,33.9,0.4,0.5,81,0.8,1.3,2.1,1,0.5,0.8,0.3,2.1,11.3,0,0,1.5,0
Caleb Houstan,2022,ORL,20,34,12,22,16.1,4.2,1.5,3.6,41,1,2.5,38.8,0.3,0.4,84.6,0.7,1.5,2.2,0.5,0.4,0.2,0.1,1.4,8.2,0,0,-1,0
Aaron Holiday,2022,ATL,26,50,26,24,14.5,4.2,1.6,3.7,41.7,0.6,1.5,41.3,0.5,0.6,85.7,0.4,0.9,1.3,1.3,0.6,0.5,0.2,1.4,9.4,0,0,-0.1,0
Lindy Waters III,2022,OKC,25,23,11,12,11.2,4.2,1.4,3.6,38.6,1.2,3.3,36.4,0.2,0.3,71.4,0.3,1.2,1.5,0.7,0.3,0.3,0.3,0.9,8.5,0,0,3.8,0
Blake Wesley,2022,SAS,20,15,2,13,13.1,4.2,1.7,4.4,37.9,0.5,1.3,36.8,0.4,0.7,54.5,0.1,1.2,1.3,1.3,1.3,0.3,0.1,1.9,7.7,0,0,-4.5,0
Ousmane Dieng,2022,OKC,20,19,8,11,15,4.2,1.7,4.1,41.6,0.7,2.4,28.9,0.1,0.3,40,0.4,2.2,2.6,1.4,0.6,0.3,0.3,1.2,10.4,0,0,-1.3,0
Davis Bertans,2022,DAL,30,34,17,17,10.6,4.1,1.4,3.3,42.3,1.1,2.9,38.1,0.3,0.4,83.3,0.2,0.8,0.9,0.4,0.3,0.2,0.1,1.1,6.4,0,0,-1.2,0
TyTy Washington Jr.,2022,HOU,21,23,3,20,12.7,4.1,1.7,4.8,36,0.4,2.2,18,0.3,0.5,54.5,0.1,1.3,1.3,1.4,0.4,0.4,0,1.1,8.8,0,0,-2.2,0
Serge Ibaka,2022,MIL,33,16,11,5,11.6,4.1,1.6,3.4,48.1,0.4,1.1,33.3,0.5,0.8,61.5,0.9,1.8,2.8,0.3,0.7,0.1,0.4,1.4,8.8,0,0,-1.6,0
Isaiah Roby,2022,NYK,25,42,9,33,11.3,4.1,1.6,3.7,43.2,0.4,1.4,30,0.5,1,48.8,0.5,2.1,2.6,0.9,0.7,0.4,0.2,1.3,9.6,0,0,-2.6,0
JaVale McGee,2022,DAL,35,36,17,19,8.1,4.1,1.8,2.9,60.4,0,0.1,25,0.5,0.9,56.3,0.8,1.8,2.6,0.3,0.9,0.1,0.6,1.2,8.8,0,0,-2.6,0
Bryce McGowens,2022,CHA,20,26,8,18,14.7,4.1,1.4,3.7,37.9,0.5,1.3,36.4,0.8,1.1,78.6,0.3,1.3,1.7,1,0.6,0.3,0.2,0.8,8.4,0,0,-2,0
Keon Johnson,2022,POR,21,28,12,16,9.8,4.1,1.5,4.3,36.1,0.7,2,33.9,0.3,0.6,52.9,0.3,1,1.2,0.9,1,0.4,0.1,1.1,7.7,0,0,-3.1,0
Gary Payton II,2022,GSW,30,15,8,7,17,4.1,1.6,2.7,58.5,0.6,1.1,52.9,0.3,0.3,100,0.7,1.9,2.6,1.5,0.8,1.1,0.1,1.9,12,0,0,1.6,0
Bruno Fernando,2022,ATL,24,32,9,23,11.5,4.1,1.6,3,52.1,0,0,0,0.9,1.4,68.2,1.5,2.3,3.8,0.9,0.7,0.2,1,2.1,12.9,0,0,-2.2,0
Amir Coffey,2022,LAC,26,40,21,19,14.3,4,1.3,3.4,39,0.3,0.9,27,1.1,1.4,81.8,0.4,0.9,1.3,1.2,0.4,0.2,0.1,1.2,7.7,0,0,-2.1,0
